YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,CRS_DEP_TIME,DEP_DELAY_NEW,DEP_DEL15,CRS_ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED,SkyCondition,DryBulbCelsius,Visibility,WindSpeed,WindDirection,StationPressure
2016,3,16,3,AA,608,11057,12478,1319,0,0,1514,-5,0,0,FEW055 BKN250,28.9,10,11,270,28.99
2016,3,16,3,AA,608,12478,14107,1630,2,0,1917,9,0,0,OVC041,13.3,10,6,VR ,29.64
2016,3,16,3,AA,614,14107,12478,856,0,0,1651,11,0,0,SCT250,23.3,10,7,90,28.81
2016,3,16,3,AA,680,12953,11057,615,0,0,825,-22,0,0,CLR,10,10,0,0,29.72
2016,3,16,3,AA,725,12953,11057,1130,0,0,1343,-17,0,0,CLR,15.6,9,5,290,29.69
2016,3,16,3,AA,829,10792,11057,615,0,0,821,-24,0,0,BKN006 BKN020 BKN120,6.7,10,14,70,29.01
2016,3,16,3,AA,853,11057,10792,1629,0,0,1814,-8,0,0,FEW085 OVC250,28.9,10,8,290,28.99
2016,3,16,3,AA,858,10792,11057,805,0,0,1014,-2,0,0,FEW008 BKN095 BKN280,8.3,10,17,100,28.93
2016,3,16,3,AA,861,12953,11057,1710,45,1,1921,45,1,0,BKN041 OVC090,11.7,3,8,170,29.65
2016,3,16,3,AA,887,12478,11057,1015,0,0,1222,-22,0,0,CLR,15,10,5,280,29.71
2016,3,16,3,AA,1707,10257,11057,755,0,0,1023,-34,0,0,FEW035 FEW040 BKN250,11.1,10,8,340,29.59
2016,3,16,3,AA,1735,12953,11057,800,0,0,1013,-23,0,0,M,13.3,10,3,50,29.72
2016,3,16,3,AA,1740,11057,12953,1830,8,0,2021,27,1,0,FEW080 BKN250,25,10,6,320,29.02
2016,3,16,3,AA,1781,12953,11057,1555,19,1,1802,3,0,0,OVC041,13.3,10,6,VR ,29.64
2016,3,16,3,AA,1819,12953,14027,735,0,0,1042,-33,0,0,CLR,11.7,10,0,0,29.71
2016,3,16,3,AA,1819,14027,12953,1140,0,0,1429,-12,0,0,FEW026 SCT250,27.2,10,8,10,30.06
2016,3,16,3,AA,1827,10792,11057,1135,11,0,1335,11,0,0,BKN038 BKN050 BKN070,13.3,10,9,170,28.85
2016,3,16,3,AA,1830,11057,12478,915,0,0,1101,-15,0,0,FEW250,22.8,10,11,240,29.05
2016,3,16,3,AA,1843,11057,10257,1625,0,0,1824,-9,0,0,FEW085 OVC250,28.9,10,8,290,28.99
2016,3,16,3,AA,1860,11057,14576,1430,4,0,1617,-4,0,0,FEW080 OVC250,30,10,10,280,28.99
2016,3,19,6,AA,604,12953,11057,955,0,0,1217,-18,0,0,CLR,5.6,10,6,VR ,29.98
2016,3,19,6,AA,608,11057,12478,1319,4,0,1514,7,0,0,BKN045 BKN075 OVC250,15.6,10,16,350,29.04
2016,3,19,6,AA,608,12478,14107,1629,0,0,1916,-53,0,0,SCT110,7.8,10,0,0,29.91
2016,3,19,6,AA,614,14107,12478,856,1,0,1651,-9,0,0,FEW250,23.3,10,6,120,28.8
2016,3,19,6,AA,685,14576,11057,800,0,0,1014,-7,0,0,FEW035,-0.6,10,11,30,29.6
2016,3,19,6,AA,725,12953,11057,1130,0,0,1343,-10,0,0,CLR,6.7,10,3,VR ,29.95
2016,3,1,2,AA,2382,12478,13303,1355,0,0,1710,-12,0,0,CLR,8.9,10,11,180,29.92
2016,3,2,3,AA,2382,12478,13303,1355,0,0,1710,5,0,0,CLR,4.4,10,14,310,29.63
2016,3,3,4,AA,2382,12478,13303,1355,42,1,1710,32,1,0,CLR,1.1,10,3,VR ,30.06
2016,3,4,5,AA,2382,12478,13303,1355,34,1,1710,46,1,0,OVC032,2.8,10,10,40,29.86
2016,3,5,6,AA,2382,12478,13303,1355,0,0,1710,-6,0,0,OVC110,3.3,10,0,0,30
2016,3,6,7,AA,2382,12478,13303,1355,0,0,1710,-29,0,0,CLR,6.7,10,6,VR ,30.11
2016,3,7,1,AA,2382,12478,13303,1355,0,0,1710,10,0,0,CLR,14.4,10,8,270,29.87
2016,3,8,2,AA,2382,12478,13303,1355,0,0,1710,-47,0,0,CLR,15.6,10,9,170,29.96
2016,3,9,3,AA,2382,12478,13303,1355,0,0,1710,-28,0,0,CLR,22.8,9,0,0,29.86
2016,3,10,4,AA,2382,12478,13303,1355,0,0,1710,-24,0,0,CLR,25,10,3,VR ,29.75
2016,3,11,5,AA,2382,12478,13303,1355,5,0,1710,30,1,0,CLR,17.2,10,10,310,30
2016,3,12,6,AA,2382,12478,13303,1355,0,0,1710,-28,0,0,CLR,13.3,10,6,VR ,29.99
2016,3,14,1,AA,2382,12478,13303,1355,0,0,1710,-9,0,0,OVC010,4.4,5,17,70,29.9
2016,3,15,2,AA,2382,12478,13303,1355,0,0,1710,-39,0,0,OVC022,12.2,10,M,M,29.63
2016,3,16,3,AA,2382,12478,13303,1355,0,0,1710,-5,0,0,CLR,16.7,10,7,170,29.62
2016,3,17,4,AA,2382,12478,13303,1355,78,1,1710,118,1,0,CLR,15.6,10,8,270,29.6
2016,3,18,5,AA,2382,12478,13303,1355,0,0,1710,-1,0,0,FEW100,13.3,10,9,270,29.65
2016,3,19,6,AA,2382,12478,13303,1355,0,0,1710,24,1,0,CLR,7.2,10,0,0,29.9
2016,3,20,7,AA,2382,12478,13303,1355,5,0,1710,20,1,0,FEW033 BKN060 BKN120,4.4,10,9,70,29.89
2016,3,21,1,AA,2382,12478,13303,1355,0,0,1710,-7,0,0,SCT085,9.4,10,14,290,29.62
2016,3,22,2,AA,2382,12478,13303,1355,0,0,1710,1,0,0,FEW110,12.2,10,6,VR ,29.91
2016,3,23,3,AA,2382,12478,13303,1355,0,0,1710,-11,0,0,CLR,20.6,10,7,VR ,29.78
2016,3,24,4,AA,2382,12478,13303,1355,37,1,1710,21,1,0,OVC024,10.6,10,13,70,29.84
2016,3,25,5,AA,2382,12478,13303,1355,2,0,1710,,,0,SCT045 BKN060 BKN110,21.7,10,3,VR ,29.56
2016,3,26,6,AA,2382,12478,13303,1355,29,1,1710,68,1,0,BKN039,11.7,10,5,VR ,30.16
2016,3,27,7,AA,2382,12478,13303,1355,133,1,1710,152,1,0,CLR,10,10,M,M,30.14
2016,3,28,1,AA,2382,12478,13303,1355,5,0,1710,21,1,0,FEW030 SCT036,13.9,9,0,0,29.38
2016,3,29,2,AA,2382,12478,13303,1355,0,0,1710,10,0,0,CLR,11.1,10,10,310,29.83
2016,3,30,3,AA,2382,12478,13303,1355,0,0,1710,-22,0,0,CLR,10,10,M,M,30.12
2016,3,18,5,AA,829,10792,11057,615,0,0,821,-19,0,0,BKN110 BKN170,3.3,10,10,270,29.1
2016,3,18,5,AA,853,11057,10792,1629,0,0,1814,-8,0,0,FEW250,22.2,10,5,VR ,29.1
2016,3,18,5,AA,858,10792,11057,805,1,0,1014,-8,0,0,FEW022 BKN055 BKN090,4.4,10,11,290,29.1
2016,3,18,5,AA,861,12953,11057,1710,83,1,1921,92,1,0,BKN120,11.1,10,M,M,29.71
2016,3,18,5,AA,887,12478,11057,1015,1,0,1222,0,0,0,SCT070,12.8,10,20,290,29.64
2016,3,18,5,AA,1707,10257,11057,755,0,0,1023,-17,0,0,BKN026 BKN110,6.1,10,20,290,29.43
2016,3,18,5,AA,1735,12953,11057,800,0,0,1013,-1,0,0,CLR,10.6,10,11,290,29.66
2016,3,18,5,AA,1740,11057,12953,1830,90,1,2021,82,1,0,BKN250,19.4,10,3,190,29.12
2016,3,18,5,AA,1781,12953,11057,1555,22,1,1802,38,1,0,OVC110,11.7,10,6,VR ,29.69
2016,3,18,5,AA,1783,12478,11057,1705,0,0,1913,-7,0,0,BKN120,11.1,10,M,M,29.71
2016,3,18,5,AA,1819,12953,14027,735,0,0,1042,-3,0,0,CLR,9.4,10,10,280,29.66
2016,3,18,5,AA,1819,14027,12953,1140,0,0,1429,-16,0,0,SCT044 SCT060 BKN250,27.2,10,9,240,29.99
2016,3,18,5,AA,1827,10792,11057,1135,0,0,1335,-17,0,0,BKN020 BKN028 BKN037,4.4,10,10,330,29.15
2016,3,18,5,AA,1830,11057,12478,915,2,0,1101,-10,0,0,BKN200,17.8,10,7,50,29.21
2016,3,18,5,AA,1843,11057,10257,1625,66,1,1824,67,1,0,FEW250,22.2,10,5,VR ,29.1
2016,3,18,5,AA,1860,11057,14576,1430,0,0,1617,-8,0,0,FEW200,22.2,10,5,VR ,29.11
2016,3,18,5,AA,1868,14576,11057,800,0,0,1014,-19,0,0,BKN021 OVC047,5,10,13,310,29.25
2016,3,18,5,AA,1869,12953,11057,1440,0,0,1648,44,1,0,FEW100,13.3,10,9,270,29.65
2016,3,18,5,AA,1870,11057,14576,2215,0,0,2358,-18,0,0,OVC240,16.7,10,9,140,29.13
2016,3,18,5,AA,1885,11057,10792,2015,0,0,2201,-10,0,0,SCT250,16.7,10,6,150,29.14
2016,3,18,5,AA,1885,14576,11057,1657,0,0,1910,-25,0,0,BKN035 BKN055,3.9,10,11,340,29.37
2016,3,18,5,AA,1898,11057,12478,2210,0,0,2356,-22,0,0,OVC240,16.7,10,9,140,29.13
2016,3,18,5,AA,1909,15096,11057,745,0,0,1017,-26,0,0,BKN021 BKN027 OVC033,4.4,10,15,270,29.35
2016,3,18,5,AA,1910,11057,12953,955,0,0,1153,-18,0,0,BKN200,19.4,10,0,0,29.21
2016,3,18,5,AA,1940,11057,10257,2215,17,1,8,29,1,0,OVC240,16.7,10,9,140,29.13
2016,3,18,5,AA,1942,11057,10792,754,0,0,946,-25,0,0,CLR,17.2,10,6,VR ,29.2
2016,3,18,5,AA,1952,11057,10792,2225,0,0,6,-18,0,0,OVC240,16.7,10,9,140,29.13
2016,3,18,5,AA,1954,11057,12953,2040,29,1,2227,31,1,0,SCT250,16.7,10,6,150,29.14
2016,3,18,5,AA,1971,11057,15096,2225,0,0,11,-8,0,0,OVC240,16.7,10,9,140,29.13
2016,3,18,5,AA,1972,12478,11057,1200,14,0,1403,-2,0,0,BKN090 OVC110,13.3,10,15,290,29.64
2016,3,18,5,AA,1973,12953,11057,1005,0,0,1222,13,0,0,SCT070,12.8,10,20,290,29.64
2016,3,18,5,AA,1981,11057,12953,2204,0,0,2346,-8,0,0,OVC240,16.7,10,9,140,29.13
2016,3,18,5,AA,1986,14100,12953,1755,0,0,1856,-4,0,0,SCT110,15,10,8,280,29.85
2016,3,18,5,AA,1988,11057,10257,1155,0,0,1401,-7,0,0,CLR,21.7,10,5,VR ,29.18
2016,3,18,5,AA,1988,12953,11057,840,0,0,1053,3,0,0,CLR,10.6,10,11,290,29.66
2016,3,15,2,AA,829,10792,11057,615,0,0,821,-22,0,0,OVC013,8.9,2.5,0,0,29.01
2016,3,15,2,AA,853,11057,10792,1629,0,0,1814,-11,0,0,FEW250,26.1,10,7,230,29.02
2016,3,15,2,AA,858,10792,11057,805,0,0,1014,-33,0,0,FEW006 OVC011,9.4,2.5,0,0,29.02
2016,3,15,2,AA,861,12953,11057,1710,0,0,1921,-5,0,0,CLR,13.3,10,0,0,29.63
2016,3,15,2,AA,887,12478,11057,1015,0,0,1222,-26,0,0,OVC011,10,10,6,VR ,29.65
2016,3,15,2,AA,1707,10257,11057,755,0,0,1023,-41,0,0,FEW032 OVC041,6.7,10,7,320,29.59
2016,3,15,2,AA,1735,12953,11057,800,0,0,1013,-22,0,0,OVC006,7.8,5,6,10,29.66
2016,3,15,2,AA,1740,11057,12953,1830,45,1,2021,81,1,0,FEW250,22.2,10,6,190,29.02
2016,3,15,2,AA,1781,12953,11057,1555,0,0,1802,-5,0,0,CLR,13.3,10,0,0,29.63
2016,3,15,2,AA,1819,12953,14027,735,0,0,1042,-29,0,0,OVC008,7.2,7,6,VR ,29.67
2016,3,15,2,AA,1819,14027,12953,1140,0,0,1429,-3,0,0,SCT032,28.9,10,13,270,30.03
2016,3,15,2,AA,1827,10792,11057,1135,0,0,1335,-28,0,0,OVC005,9.4,1.5,7,250,29.06
2016,3,15,2,AA,1830,11057,12478,915,0,0,1101,-5,0,0,CLR,21.1,10,7,310,29.09
2016,3,15,2,AA,1843,11057,10257,1625,0,0,1824,0,0,0,FEW250,26.1,10,7,230,29.02
2016,3,15,2,AA,1860,11057,14576,1430,2,0,1617,-13,0,0,FEW250,26.1,10,15,230,29.03
2016,3,15,2,AA,1868,14576,11057,800,0,0,1014,-23,0,0,OVC017,9.4,10,5,130,29.19
2016,3,15,2,AA,1869,12953,11057,1440,0,0,1648,-5,0,0,OVC022,12.2,10,M,M,29.63
2016,3,15,2,AA,1870,11057,14576,2215,0,0,2358,-18,0,0,FEW250,17.2,10,6,170,29.03
2016,3,15,2,AA,1885,11057,10792,2015,0,0,2201,-19,0,0,CLR,20.6,10,6,190,29.04
2016,3,15,2,AA,1898,11057,12478,2210,0,0,2356,-16,0,0,FEW250,17.2,10,6,170,29.03
2016,3,15,2,AA,1909,15096,11057,745,0,0,1017,-28,0,0,SCT043 SCT070 BKN180,5,10,9,80,29.37
2016,3,15,2,AA,1910,11057,12953,955,23,1,1153,2,0,0,CLR,23.3,10,6,290,29.08
2016,3,15,2,AA,1921,14576,11057,1657,0,0,1910,-21,0,0,OVC007,8.9,10,5,300,29.25
2016,3,15,2,AA,1940,11057,10257,2215,0,0,8,-9,0,0,FEW250,17.2,10,6,170,29.03
2016,3,15,2,AA,1942,11057,10792,754,0,0,946,-4,0,0,CLR,18.9,10,6,300,29.08
2016,3,15,2,AA,1952,11057,10792,2225,0,0,6,-9,0,0,FEW250,17.2,10,6,170,29.03
2016,3,15,2,AA,1954,11057,12953,2040,0,0,2227,5,0,0,CLR,20.6,10,6,190,29.04
2016,3,15,2,AA,1971,11057,15096,2225,0,0,11,-12,0,0,FEW250,17.2,10,6,170,29.03
2016,3,17,4,AA,1735,12953,11057,800,3,0,1013,3,0,0,CLR,10.6,8,6,VR ,29.72
2016,3,17,4,AA,1740,11057,12953,1830,72,1,2021,81,1,0,FEW140 SCT250,20.6,10,0,0,29.05
2016,3,17,4,AA,1781,12953,11057,1555,0,0,1802,-15,0,0,SCT044 BKN055 OVC120,10.6,10,3,VR ,29.63
2016,3,17,4,AA,1819,12953,14027,735,0,0,1042,-19,0,0,FEW011,10,9,6,270,29.72
2016,3,17,4,AA,1819,14027,12953,1140,0,0,1429,-12,0,0,SCT045 SCT250,28.9,10,5,220,30.02
2016,3,17,4,AA,1827,10792,11057,1135,0,0,1335,6,0,0,FEW040 FEW060 BKN260,10.6,10,21,240,28.99
2016,3,17,4,AA,1830,11057,12478,915,11,0,1101,-7,0,0,CLR,19.4,10,6,60,29.18
2016,3,17,4,AA,1843,11057,10257,1625,0,0,1824,-8,0,0,FEW160 SCT250,24.4,10,10,230,29.03
2016,3,17,4,AA,1860,11057,14576,1430,0,0,1617,-15,0,0,BKN250,23.9,10,7,250,29.06
2016,3,17,4,AA,1868,14576,11057,800,0,0,1014,4,0,0,FEW030 FEW100 SCT250,11.7,10,14,230,29.15
2016,3,17,4,AA,1869,12953,11057,1440,0,0,1648,0,0,0,CLR,15.6,10,8,270,29.6
2016,3,17,4,AA,1870,11057,14576,2215,4,0,2358,11,0,0,FEW140 BKN250,15,10,5,360,29.1
2016,3,17,4,AA,1885,11057,10792,2015,14,0,2201,5,0,0,SCT250,17.2,10,5,340,29.09
2016,3,17,4,AA,1898,11057,12478,2210,0,0,2356,-20,0,0,FEW140 BKN250,15,10,5,360,29.1
2016,3,17,4,AA,1909,15096,11057,745,0,0,1017,-29,0,0,SCT090 BKN180 BKN200,8.3,10,7,190,29.31
2016,3,17,4,AA,1910,11057,12953,955,0,0,1153,-15,0,0,SCT250,21.7,10,5,VR ,29.16
2016,3,17,4,AA,1921,14576,11057,1657,0,0,1910,-26,0,0,FEW010 BKN050 OVC120,7.8,10,11,300,29.15
2016,3,17,4,AA,1940,11057,10257,2215,0,0,8,0,0,0,FEW140 BKN250,15,10,5,360,29.1
2016,3,17,4,AA,1942,11057,10792,754,0,0,946,-28,0,0,CLR,18.3,10,10,40,29.19
2016,3,17,4,AA,1952,11057,10792,2225,0,0,6,-12,0,0,FEW140 BKN250,15,10,5,360,29.1
2016,3,17,4,AA,1954,11057,12953,2040,37,1,2227,34,1,0,SCT250,17.2,10,5,340,29.09
2016,3,17,4,AA,1971,11057,15096,2225,0,0,11,2,0,0,FEW140 BKN250,15,10,5,360,29.1
2016,3,17,4,AA,1972,12478,11057,1200,9,0,1403,-7,0,0,BKN085 OVC110,15.6,10,7,VR ,29.65
2016,3,17,4,AA,1973,12953,11057,1005,0,0,1222,-7,0,0,CLR,14.4,10,10,250,29.68
2016,3,17,4,AA,1981,11057,12953,2204,0,0,2346,-3,0,0,FEW140 BKN250,15,10,5,360,29.1
2016,3,17,4,AA,1986,14100,12953,1755,0,0,1856,46,1,0,SCT120 BKN160,12.8,10,8,300,29.79
2016,3,17,4,AA,1988,11057,10257,1155,0,0,1401,4,0,0,FEW055 SCT250,24.4,10,8,270,29.12
2016,3,17,4,AA,1988,12953,11057,840,0,0,1053,-17,0,0,CLR,10.6,8,6,VR ,29.72
2016,3,17,4,AA,2007,12953,14100,1805,0,0,1921,0,0,0,CLR,12.2,10,M,M,29.62
2016,3,17,4,AA,2017,11057,12478,1424,0,0,1612,-20,0,0,BKN250,23.9,10,7,250,29.06
2016,3,17,4,AA,2030,12953,14100,1530,0,0,1709,-34,0,0,SCT065 SCT080,15,10,3,VR ,29.61
2016,3,17,4,AA,2033,12953,14100,559,0,0,712,-16,0,0,OVC013,8.9,8,5,280,29.74
2016,3,17,4,AA,2035,15096,11057,1855,0,0,2109,-17,0,0,OVC080,7.2,10,8,280,29.31
2016,3,17,4,AA,2036,11057,15096,1620,0,0,1810,-9,0,0,FEW160 SCT250,24.4,10,10,230,29.03
2016,3,17,4,AA,2038,10792,11057,1907,0,0,2106,-11,0,0,FEW075 BKN100 OVC210,6.1,10,11,270,29.05
2016,3,17,4,AA,2042,11057,12478,730,0,0,922,-17,0,0,CLR,15.6,10,10,40,29.17
2016,3,17,4,AA,2043,12953,11057,1859,123,1,2104,125,1,0,CLR,12.2,10,6,VR ,29.65
2016,3,17,4,AA,2050,11057,12953,1610,91,1,1757,142,1,0,FEW160 SCT250,24.4,10,10,230,29.03
2016,3,17,4,AA,2052,10257,11057,1441,0,0,1700,4,0,0,FEW029TCU FEW060,13.3,10,7,VR ,29.37
2016,3,17,4,AA,2057,12478,11057,630,2,0,837,-7,0,0,OVC013,8.9,8,5,280,29.74
2016,3,17,4,AA,2060,11057,12953,605,0,0,748,-14,0,0,FEW250,12.2,10,5,VR ,29.15
2016,3,17,4,AA,2062,11057,12953,759,0,0,955,-17,0,0,CLR,18.3,10,10,40,29.19
2016,3,17,4,AA,2064,11057,12953,1135,0,0,1326,-13,0,0,SCT250,22.2,10,3,VR ,29.14
2016,3,17,4,AA,2066,11057,12953,1313,0,0,1505,-10,0,0,FEW055 SCT250,25,10,10,210,29.08
2016,3,17,4,AA,2068,11057,12953,1425,0,0,1610,-3,0,0,BKN250,23.9,10,7,250,29.06
2016,3,17,4,AA,2070,10257,11057,1907,0,0,2135,-35,0,0,FEW055 FEW070 SCT090,8.9,10,20,320,29.44
2016,3,17,4,AA,2073,14100,12953,1535,0,0,1629,38,1,0,FEW045 BKN090 OVC120,14.4,10,8,270,29.78
2016,3,17,4,AA,2074,14100,12953,2105,0,0,2203,0,0,0,FEW140,13.3,10,16,290,29.81
2016,3,17,4,AA,2115,12953,11278,600,0,0,710,-11,0,0,OVC013,8.9,8,5,280,29.74
2016,3,17,4,AA,2117,11278,12953,2200,7,0,2306,10,0,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2118,10721,12953,1800,0,0,1923,11,0,0,FEW035 SCT110 SCT250,10.6,10,15,240,29.67
2016,3,17,4,AA,2118,12953,10721,1600,0,0,1719,-3,0,0,SCT044 BKN055 OVC120,10.6,10,3,VR ,29.63
2016,3,17,4,AA,2121,10721,12953,1100,0,0,1214,-11,0,0,FEW035 SCT065 SCT250,15.6,10,16,260,29.68
2016,3,17,4,AA,2121,12953,10721,900,0,0,1014,-11,0,0,CLR,12.8,9,3,220,29.69
2016,3,17,4,AA,2122,12953,10721,1900,0,0,2016,-24,0,0,CLR,12.2,10,6,VR ,29.65
2016,3,17,4,AA,2123,12953,11278,700,0,0,822,7,0,0,FEW011,10,9,6,270,29.72
2016,3,17,4,AA,2125,12953,11278,1000,0,0,1130,16,1,0,CLR,14.4,10,10,250,29.68
2016,3,17,4,AA,2126,10721,12953,800,0,0,918,-5,0,0,BKN008 BKN200,7.2,10,7,230,29.78
2016,3,17,4,AA,2126,12953,10721,600,0,0,703,-11,0,0,OVC013,8.9,8,5,280,29.74
2016,3,17,4,AA,2128,12953,10721,2000,0,0,2114,-22,0,0,CLR,11.7,10,3,320,29.66
2016,3,17,4,AA,2131,10721,12953,1500,0,0,1621,-8,0,0,FEW035 SCT075 BKN220,12.8,10,28,320,29.64
2016,3,17,4,AA,2131,12953,10721,1300,0,0,1412,2,0,0,OVC080,12.8,10,8,280,29.66
2016,3,17,4,AA,2133,11278,12953,900,0,0,1030,17,1,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2133,12953,11278,1100,20,1,1221,17,1,0,CLR,16.1,10,7,220,29.65
2016,3,17,4,AA,2135,11278,12953,1200,12,0,1317,-9,0,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2135,12953,11278,1400,0,0,1521,-9,0,0,CLR,15.6,10,8,270,29.6
2016,3,17,4,AA,2136,10721,12953,1200,0,0,1316,-6,0,0,FEW040 SCT065 SCT250,16.7,10,17,250,29.65
2016,3,17,4,AA,2136,12953,10721,1000,0,0,1117,-13,0,0,CLR,14.4,10,10,250,29.68
2016,3,17,4,AA,2137,11278,12953,600,23,1,706,26,1,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2137,12953,11278,800,0,0,928,-1,0,0,CLR,10.6,8,6,VR ,29.72
2016,3,17,4,AA,2141,10721,12953,1900,0,0,2021,54,1,0,FEW110,9.4,10,14,230,29.68
2016,3,17,4,AA,2141,12953,10721,1700,0,0,1818,-23,0,0,CLR,11.7,10,8,260,29.63
2016,3,17,4,AA,2143,11278,12953,1300,7,0,1429,-5,0,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2143,12953,11278,1500,0,0,1625,-12,0,0,SCT065 SCT080,15,10,3,VR ,29.61
2016,3,17,4,AA,2144,11278,12953,700,0,0,816,-11,0,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2144,12953,11278,900,0,0,1024,0,0,0,CLR,12.8,9,3,220,29.69
2016,3,17,4,AA,2145,11278,12953,1600,1,0,1730,-15,0,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2145,12953,11278,1800,0,0,1924,-2,0,0,CLR,12.2,10,M,M,29.62
2016,3,17,4,AA,2146,10721,12953,1600,0,0,1730,-13,0,0,FEW033 BKN055 BKN220,11.1,10,11,310,29.66
2016,3,17,4,AA,2146,12953,10721,1400,0,0,1509,-13,0,0,CLR,15.6,10,8,270,29.6
2016,3,17,4,AA,2147,11278,12953,1000,18,1,1129,3,0,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2147,12953,11278,1200,0,0,1326,-14,0,0,BKN085 OVC110,15.6,10,7,VR ,29.65
2016,3,17,4,AA,2148,10721,12953,600,0,0,722,-6,0,0,BKN004 OVC007,6.1,7,8,210,29.8
2016,3,17,4,AA,2152,10721,12953,900,0,0,1024,-18,0,0,FEW010 SCT120 SCT250,10.6,10,3,290,29.75
2016,3,17,4,AA,2152,12953,10721,700,0,0,808,-3,0,0,FEW011,10,9,6,270,29.72
2016,3,17,4,AA,2153,11278,12953,1700,0,0,1824,17,1,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2153,12953,11278,1900,11,0,2024,-2,0,0,CLR,12.2,10,6,VR ,29.65
2016,3,17,4,AA,2154,11278,12953,1100,0,0,1213,-20,0,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2154,12953,11278,1300,0,0,1421,-13,0,0,OVC080,12.8,10,8,280,29.66
2016,3,17,4,AA,2156,12953,10721,1800,0,0,1919,-11,0,0,CLR,12.2,10,M,M,29.62
2016,3,17,4,AA,2157,11278,12953,1400,0,0,1520,-9,0,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2157,12953,11278,1600,0,0,1725,-6,0,0,SCT044 BKN055 OVC120,10.6,10,3,VR ,29.63
2016,3,17,4,AA,2158,10721,12953,1000,0,0,1121,-15,0,0,FEW032 SCT090 SCT250,13.3,10,7,260,29.71
2016,3,17,4,AA,2158,12953,10721,800,0,0,906,-2,0,0,CLR,10.6,8,6,VR ,29.72
2016,3,17,4,AA,2162,10721,12953,1300,0,0,1419,-2,0,0,FEW035 SCT075 SCT250,17.2,10,17,240,29.61
2016,3,17,4,AA,2162,12953,10721,1100,0,0,1215,-8,0,0,CLR,16.1,10,7,220,29.65
2016,3,17,4,AA,2163,11278,12953,800,0,0,918,9,0,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2164,11278,12953,1500,0,0,1623,6,0,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2164,12953,11278,1700,0,0,1827,-21,0,0,CLR,11.7,10,8,260,29.63
2016,3,17,4,AA,2165,10721,12953,630,16,1,752,12,0,0,BKN004 OVC007,6.1,7,8,210,29.8
2016,3,17,4,AA,2167,11278,12953,1800,0,0,1928,32,1,0,\N,\N,\N,\N,\N,\N
2016,3,17,4,AA,2167,12953,11278,2000,19,1,2129,12,0,0,CLR,11.7,10,3,320,29.66
2016,3,17,4,AA,2168,10721,12953,1400,0,0,1519,-3,0,0,FEW035 SCT085 BKN220,16.7,10,17,290,29.6
2016,3,17,4,AA,2168,12953,10721,1200,0,0,1316,-28,0,0,BKN085 OVC110,15.6,10,7,VR ,29.65
2016,3,17,4,AA,2171,10721,12953,700,0,0,823,-9,0,0,OVC006,6.1,10,10,220,29.78
2016,3,17,4,AA,2172,10721,12953,1700,0,0,1826,5,0,0,FEW011 SCT035 BKN100,11.1,10,13,230,29.65
2016,3,17,4,AA,2172,12953,10721,1500,0,0,1612,-16,0,0,SCT065 SCT080,15,10,3,VR ,29.61
2016,3,17,4,AA,2174,11278,12953,1900,0,0,2029,31,1,0,\N,\N,\N,\N,\N,\N
2016,3,18,5,AA,494,12953,11057,1300,0,0,1512,7,0,0,FEW070 SCT080 BKN100,12.8,10,3,VR ,29.65
2016,3,18,5,AA,600,12478,11057,1830,0,0,2040,8,0,0,CLR,10.6,10,7,310,29.73
2016,3,18,5,AA,608,11057,12478,1319,0,0,1514,-16,0,0,FEW200,21.1,10,3,190,29.15
2016,3,18,5,AA,608,12478,14107,1630,0,0,1917,-15,0,0,OVC110,11.7,10,6,VR ,29.69
2016,3,18,5,AA,614,14107,12478,856,1,0,1651,23,1,0,CLR,22.2,10,6,130,28.72
2016,3,18,5,AA,680,12953,11057,615,76,1,825,59,1,0,CLR,8.9,10,10,290,29.65
2016,3,18,5,AA,725,12953,11057,1130,,,1343,,,1,FEW075,13.3,10,15,300,29.65
2016,3,14,1,AA,853,11057,10792,1629,0,0,1814,-8,0,0,SCT065 BKN250,23.9,10,11,230,28.93
2016,3,14,1,AA,858,10792,11057,805,0,0,1014,2,0,0,FEW014 BKN024 OVC050,10,10,11,150,29.05
2016,3,14,1,AA,861,12953,11057,1710,30,1,1921,18,1,0,OVC008,5.6,3,20,80,29.83
2016,3,14,1,AA,887,12478,11057,1015,0,0,1222,6,0,0,OVC015,6.1,7,13,60,29.97
